season,match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,captain,isNotOut,runningScore,runningOver,shortText,commentary,link
2021.0,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,PK Garg,Priyam Garg,7,10,20,0,0,70.00,False,False,"{'wickets': 3, 'runs': 66}",10.5,c &dagger;Dhoni b Bravo,"<strong>Dhoni runs a few steps to his left, and pouches that safely!</strong> Bravo pitches it short of a length just outside off, as Garg pulls but gets a top edge. The ball takes off high after hitting his bat, as Dhoni moves to his left while signaling to the fielders near him that he is happy to go for it",
2021.0,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,Abhishek Sharma,Abhishek Sharma,18,13,27,1,1,138.46,False,False,"{'wickets': 5, 'runs': 109}",16.3,c du Plessis b Hazlewood,"<b>taken by du Plessis at long-on!</b> The ball was again full, but this time straighter on middle. He looks to lift that again, and this time over the bowler's head, but gets that off the bottom off the bat to lob that right down to the man, who is in fact a few steps inside the boundary",
2021.0,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,Abdul Samad,Abdul Samad,18,14,23,1,1,128.57,False,False,"{'wickets': 6, 'runs': 110}",16.5,c Ali b Hazlewood,"<strong>taken high by Moeen at point!</strong> Moeen times his slight jump well, and another Sunrisers wicket falls. Hazlewood pitches that really full and pretty wide of off. Samad tries to slice that over the man inside the circle, but doesn't time that all that well, as the ball lobs toward point, where Moeen is alert to the chance",
2021.0,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,JO Holder,Jason Holder,5,5,10,0,0,100.00,False,False,"{'wickets': 7, 'runs': 117}",18.2,c Chahar b Thakur,"<strong>good catch by Chahar at deep point!</strong> He goes low to his right at the last moment, and ends up pocketing it while falling to the ground. That was miles up in the air - and for a long time too - as Holder tried to repeat the shot from the previous ball by trying slash that full and wide ball outside off",
2021.0,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,Rashid Khan,Rashid Khan,17,13,16,2,0,130.76,False,True,{},,not out,,
2021.0,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,B Kumar,Bhuvneshwar Kumar,2,2,9,0,0,100.00,False,True,{},,not out,,
2021.0,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,CSK,2,RD Gaikwad,Ruturaj Gaikwad,45,38,42,4,2,118.42,False,False,"{'wickets': 1, 'runs': 75}",10.1,c Williamson b Holder,"<strong>taken by mid-off after leaping a little!</strong> Holder pitches it short outside off, and the ball bounces little more than usual - perhaps due to his height. Gaikwad looks to loft that over the in-field, but gets it off the higher side of the bat, maybe because he wasn't expecting to bounce more. Williamson at mid-off lifts his arms, and takes it above his head for a good catch",
2021.0,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,CSK,2,F du Plessis,Faf du Plessis,41,36,72,3,2,113.88,False,False,"{'wickets': 4, 'runs': 108}",15.5,c Kaul b Holder,"<strong>and du Plessis departs in the same over!</strong>. Holder changes his pace to bowl short and just outside off. du Plessis goes for the pull, but is almost off balance while trying to play from deep in his crease. The ball balloons for Kaul at midwicket to complete an easy take. Some late drama here, as Sunrisers strike twice in the over",
2021.0,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,CSK,2,MM Ali,Moeen Ali,17,17,22,2,0,100.00,False,False,"{'wickets': 2, 'runs': 103}",14.4, b Rashid Khan,"<strong>strange dismissal there!</strong> Moeen looks to heave that shortish ball on middle and leg across the line to the on side, but gets an inside edge near his groin, with the ball rolling off to the pitch and then striking the stumps. Those three dots earlier in the over may have forced him to go for a big one, as he has to depart",
2021.0,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,CSK,2,SK Raina,Suresh Raina,2,3,6,0,0,66.66,False,False,"{'wickets': 3, 'runs': 107}",15.3,lbw b Holder,"<strong>traps him leg before!</strong> That was a yorker on middle - with Raina deep in his crease perhaps expecting the short delivery - as he plays across the line to try and flick that to the on side. But the ball pitches on middle, and looks to be striking middle stump too. Raina's run of low scores continues, as Holder nabs another. Replays show the ball would have rammed into off stump",
2021.0,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,CSK,2,AT Rayudu,Ambati Rayudu,17,13,25,1,1,130.76,False,True,{},,not out,,
2021.0,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,CSK,2,MS Dhoni,MS Dhoni,14,11,21,1,1,127.27,True,True,{},,not out,,
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,E Lewis,Evin Lewis,58,37,60,5,3,156.75,False,False,"{'wickets': 2, 'runs': 100}",11.1,c &dagger;Bharat b Garton,"<strong>top-edge and there's his first wicket!</strong> Lewis looks to pull but gets a thick, fat top-edge. KS Bharat called for it, covered good ground to his right and kept his composure to complete the steepler.",
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,YBK Jaiswal,Yashasvi Jaiswal,31,22,44,3,2,140.90,False,False,"{'wickets': 1, 'runs': 77}",8.2,c Mohammed Siraj b Christian,"<B>partnership broken for 77!</b> Full ball on off. In the slot too, but Jaiswal is through the attempted lofted shot a bit too early. Mistimed, and can't clear Siraj at mid off! Probably the correct method to play today. Good pitch, some big-hitters in the shed. But Christian has broken what was turning into a very large partnership",
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,SV Samson,Sanju Samson,19,15,29,0,2,126.66,True,False,"{'wickets': 4, 'runs': 113}",13.1,c Padikkal b Shahbaz Ahmed,"goes over cover but he's picked out the sweeper. Padikkal barely had to move. Samson hardly got to the pitch but went through with the stroke, it didn't help that he was hitting it to the longer boundary. Royals are sliding.",
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,MK Lomror,Mahipal Lomror,3,4,10,0,0,75.00,False,False,"{'wickets': 3, 'runs': 113}",12.5,st &dagger;Bharat b Chahal,"slides this one across and gets him with the googly! Lomror is looking to whack this over wide long-on, has a big swing but couldn't connect. Didn't even bother looking back. Chahal is making quite a statement",
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,LS Livingstone,Liam Livingstone,6,9,18,0,0,66.66,False,False,"{'wickets': 6, 'runs': 127}",16.2,c de Villiers b Chahal,"tossed up and he's swung this straight down long-on's throat. Brave from Chahal to toss it up but he did so away from Livingstone's hitting arc. Beautiful bowling, simply superb.",
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,R Tewatia,Rahul Tewatia,2,3,4,0,0,66.66,False,False,"{'wickets': 5, 'runs': 117}",13.6,c Padikkal b Shahbaz Ahmed,"swept uppishly but he's gone! Deep backward square takes a tumbling catch. Extra bounce from Shahbaz because of his height, Tewatia hit it finer than he would've hoped for because it went off the top-edge. Padikkal is the man again.",
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,R Parag,Riyan Parag,9,16,26,0,0,56.25,False,False,"{'wickets': 7, 'runs': 146}",19.2,c Kohli b Patel,"wicket No. 24 for Harshal! Riyan's pained existence at the crease is over. Stood deep inside the crease to manufacture the length and go over long-off, but ended up slicing this slower ball to Kohli at extra cover. More pressure on the young man.",
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,CH Morris,Chris Morris,14,11,17,2,0,127.27,False,False,"{'wickets': 8, 'runs': 146}",19.3,c Padikkal b Patel,"<strong>and make that No. 25!</strong> Padikkal has taken a superb catch at deep cover. He ran in a tad early, then realised he had to rush back a hint, did so because the ball was absolutely rocketed by Morris, superbly taken in the end on the move.",
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,C Sakariya,Chetan Sakariya,2,2,7,0,0,100.00,False,False,"{'wickets': 9, 'runs': 149}",19.6,c de Villiers b Patel,"he's dragged this length ball from outside off to AB at long-on. As a fielder, you can't ask for an easier catch. Harshal extends his gap at the top of the wicket-taker's charts. No. 26 for him,.",
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,Kartik Tyagi,Kartik Tyagi,1,1,5,0,0,100.00,False,True,{},,not out,,
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,V Kohli,Virat Kohli,25,20,37,4,0,125.00,True,False,"{'wickets': 2, 'runs': 58}",6.5,run out (Parag),"good length outside off stump. Opens the bat's face to backward point. Parag dives, stops the ball, and then <B>takes aim at the bowler's end!</b> Beautiful...it's a direct hit, and Kohli may be out trying to take a single off a misfield. <B>Replays show Kohli is short by a metre or two!</b> Kohli pays the price of taking on Parag's arm",
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,D Padikkal,Devdutt Padikkal,22,17,28,4,0,129.41,False,False,"{'wickets': 1, 'runs': 48}",5.2, b Mustafizur Rahman,"<B>bowled him!</b> Padikkal falls, and this is the first Rajasthan Royals wicket against RCB this season. Full on off stump. Looks to hammer it over the bowler's head again like the last ball. This time the ball is moving in instead of away. Past the bat, and knocks off stump back",
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,KS Bharat,Srikar Bharat,44,35,50,3,1,125.71,False,False,"{'wickets': 3, 'runs': 127}",15.6,c sub (Anuj Rawat) b Mustafizur Rahman,"Bharat has pulled this straight to fine leg. This one got big on him as he shaped to pull, also skidded through faster, so Bharat got it higher on the bat. Good innings nonetheless.",
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,GJ Maxwell,Glenn Maxwell,50,30,47,6,1,166.66,False,True,{},,not out,,
2021.0,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,AB de Villiers,AB de Villiers,4,1,7,1,0,400.00,False,True,{},,not out,,
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,KL Rahul,KL Rahul,21,22,38,2,0,95.45,True,False,"{'wickets': 3, 'runs': 41}",6.4,c Bumrah b Pollard,"<strong>gloved to short fine leg!</strong> Looks to pull this short of a length ball on off, but there is the lack of pace again from Pollard, who rolls his fingers over the ball to bowl with scrambled seam. Rahul goes for the shot, but is foxed, as <b>Pollard grabs his 300th wicket in all T20s</B>",
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,Mandeep Singh,Mandeep Singh,15,14,28,2,0,107.14,False,False,"{'wickets': 1, 'runs': 36}",5.2,lbw b KH Pandya,"<strong>huge appeal for leg before by Krunal, and given!</strong> Mandeep in some discussion for a review with Rahul, but decides against it. He goes to sweep this full ball on off by going down on his back knee, but seemed to be a little too across off while trying to slog that over the leg side, and missed. The ball struck him on middle and off, and the umpire raised his finger. Replays show the ball would have hit middle",
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,CH Gayle,Chris Gayle,1,4,8,0,0,25.00,False,False,"{'wickets': 2, 'runs': 39}",6.2,c HH Pandya b Pollard,"<strong>picks out long-on!</strong> Gayle goes cheaply. Change of pace from Pollard again - as expected - and he goes on a good length on middle. Gayle clears his front leg to pull, but gets that right down to the fielder, who barely has to move. Another blow for Kings, who have already started slowly",
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,AK Markram,Aiden Markram,42,29,43,6,0,144.82,False,False,"{'wickets': 5, 'runs': 109}",15.2, b Chahar,"<B>overpitched, and Markram misses the sweep altogether!</b> Full on off stump. Markram looks to play it leg side but the ball goes under the bat, and crashes into off stump. Misjudges the length and pays the price for it. But a crucial contribution from Markram",
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,N Pooran,Nicholas Pooran,2,3,7,0,0,66.66,False,False,"{'wickets': 4, 'runs': 48}",7.3,lbw b Bumrah,"<strong>appeal for leg before, and given!</strong> But <strong>Pooran reviews</strong>. Bumrah nails that yorker to hit Pooran's front pad on middle and leg, as the batter misses his flick off what was a low, dipping full-toss. No inside edge is confirmed by UltraEdge. Replays show the yorker would have landed bang on the base of middle stump, and it is three reds. So the decision stands, and Kings lose their review",
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,DJ Hooda,Deepak Hooda,28,26,50,1,1,107.69,False,False,"{'wickets': 6, 'runs': 123}",18.4,c Pollard b Bumrah,"<b>miles in the air</b> and taken by Pollard at wide long on. Full, almost in the slot, and he looks to hit a six over extra cover. Timing isn't perfect, has the elevation but not the distance. Pollard takes a reverse-cup catch",
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,Harpreet Brar,Harpreet Brar,14,19,24,0,0,73.68,False,True,{},,not out,,
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,NT Ellis,Nathan Ellis,6,4,7,0,0,150.00,False,True,{},,not out,,
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,2,RG Sharma,Rohit Sharma,8,10,17,1,0,80.00,True,False,"{'wickets': 1, 'runs': 16}",3.3,c Mandeep Singh b Ravi Bishnoi,"<strong>And Rohit slogs it straight to mid-on!</strong> Look to sweep this full ball outside off, which is coming in a tad, as he is low on his back knee while playing to slog-sweep slightly away from his body. Early breakthrough for Kings, as the opposition captain departs",
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,2,Q de Kock,Quinton de Kock,27,29,49,2,0,93.10,False,False,"{'wickets': 3, 'runs': 61}",9.5, b Mohammed Shami,"<strong>inside edge next ball!</strong> Again looks to pull, but this ball is not all that short and nor does it get up a lot off the good length just outside off. de Kock gets an inside edge on to his stumps, and Kings strike again. This should be getting interesting if wickets continue to fall",
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,2,SA Yadav,Suryakumar Yadav,0,1,2,0,0,0.00,False,False,"{'wickets': 2, 'runs': 16}",3.4, b Ravi Bishnoi,"<strong>bowled him first ball!</strong> Zips the googly through Suryakumar's bat and pad to strike middle stump. <b>Bishnoi on a hat-trick</B> now. Pitches it fullish and just outside off, and gets it to turn into the batter, who looks to drive first ball but is beaten. And the huge gap in between means the ball crashes into his stumps",
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,2,SS Tiwary,Saurabh Tiwary,45,37,61,3,2,121.62,False,False,"{'wickets': 4, 'runs': 92}",15.1,c &dagger;Rahul b Ellis,"<B>he's walking!</b> The set batter is gone. Slower ball, full and wide. Tiwary is through his slap too early, and it takes a small edge. Ball pops up but then dips low late. Rahul has to jump forward to pocket the catch. <B>But the umpires have gone to the TV umpire.</b> Clean catch? Clean catch.",
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,2,HH Pandya,Hardik Pandya,40,30,54,4,2,133.33,False,True,{},,not out,,
2021.0,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,2,KA Pollard,Kieron Pollard,15,7,22,1,1,214.28,False,True,{},,not out,,
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,SPD Smith,Steven Smith,39,34,64,4,0,114.70,False,False,"{'wickets': 3, 'runs': 77}",12.2, b Ferguson,"<B>wild heave, and pays the price!</b> The slower ball is out, the 143kph delivery is next. Good length outside off but angling into the stumps. Smith looks to clobber one over midwicket, but bottom-edged onto the stumps",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,S Dhawan,Shikhar Dhawan,24,20,29,5,0,120.00,False,False,"{'wickets': 1, 'runs': 35}",4.6,c Iyer b Ferguson,"<strong>slashed to cover-point!</strong> It was similar to the previous ball, in that it is short and wide of off. Dhawan looks to play that on the up, like he had in the last ball, but this time lobs that right to the fielder, who is on the edge of the circle. Knight Riders strike early, as Capitals lose their in-form batter",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,SS Iyer,Shreyas Iyer,1,5,8,0,0,20.00,False,False,"{'wickets': 2, 'runs': 40}",6.2, b Narine,"<strong>sharp turn and drift, and cleaned him up!</strong> A classical offspinner's wicket this one. Pitches just outside off and turns back in nicely to hit the off stump, as Iyer is undecided to play off the front or the back foot, and so remains rooted in his crease pretty much. The ball sneaks in between bat and pad, and bang!",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,RR Pant,Rishabh Pant,39,36,71,3,0,108.33,True,False,"{'wickets': 8, 'runs': 122}",19.2,run out (sub [KK Nair]/&dagger;Karthik),"full just outside off. Comes down the track and muscles it to long on. But Pant is coming for the second, where there isn't any. Pant struggling to get back for his second, and Karun Nair - another sub fielder - throws it at the right end. Karthik collects, and breaks the stumps. The dive does not save Pant today",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,SO Hetmyer,Shimron Hetmyer,4,5,10,0,0,80.00,False,False,"{'wickets': 4, 'runs': 88}",13.5,c Southee b Iyer,"<B>holes out</b> and Iyer gets an important wicket. Wide-ish outside off, but not as full as Hetmyer would've wanted. Looks to go over the top, but doesn't have the perfect connection. Straight to long off",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,Lalit Yadav,Lalit Yadav,0,3,6,0,0,0.00,False,False,"{'wickets': 5, 'runs': 89}",14.3,lbw b Narine,"<B>Narine knows that's gone!</b> wrong'un one ball, offbreak next, and Yadav is gone. Full on off stump. Yadav presses forward to nudge it leg side. But the ball <B>turns in</b>, hits him in front of middle, and Narine raises his hand even before he turned around to appeal. Yadav out for duck, Narine gets his second.",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,AR Patel,Axar Patel,0,5,7,0,0,0.00,False,False,"{'wickets': 6, 'runs': 92}",15.3,c Ferguson b Iyer,"full on middle and leg. <B>Clipped</b> but Lockie Ferguson at midwicket dives to his left to take a sharp catch! It's a low catch infact, and Iyer now has two!",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,R Ashwin,Ravichandran Ashwin,9,8,23,1,0,112.50,False,False,"{'wickets': 7, 'runs': 120}",19.1,c Rana b Southee,"back of a length slower all. Ashwin dances down the track and tries to pull. Up in the air, and taken at deep backward square. <B>Words exchanged between Southee and Ashwin</b> and now between <B>Ashwin and Morgan!</b> Karthik gets in between Morgan and Ashwin, and sends him back. Are they chatting about that extra run that Capitals took when the ball hit Pant's arm? Some people don't consider it as ""fair play"", which is a slippery slope anyway.",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,K Rabada,Kagiso Rabada,0,1,-,0,0,0.00,False,True,{},,not out,,
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,Avesh Khan,Avesh Khan,5,3,-,1,0,166.66,False,False,"{'wickets': 9, 'runs': 127}",19.6,run out (&dagger;Karthik),"<B>bullseye!</b> Glove off as Rabada misses the slog off this full ball outside off. Rabada-Avesh try to pinch a bye, but DK grabs the ball, takes aim, and knocks the stumps down. <B>Capitals finish on 127 for 9</b>",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,Shubman Gill,Shubman Gill,30,33,46,1,2,90.90,False,False,"{'wickets': 3, 'runs': 67}",10.6,c Iyer b Rabada,"back of a length outside off. Gill skips down the ground and looks to break the shackles. Flat-batted straight back, but the slower ball means Gill is through the shot too early. Mistimed, and long on makes no mistake. <B>Wicket maiden!</b>",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,VR Iyer,Venkatesh Iyer,14,15,18,2,0,93.33,False,False,"{'wickets': 1, 'runs': 28}",4.3, b Lalit Yadav,"<strong>bowled him!</strong> That was on a good length on middle and off, and bowled at 98kph too. Iyer misses his flick, as the ball stays relatively low too to crash into middle and off. Capitals sniff one out early, as Knight Riders' in-form opener is gone",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,RA Tripathi,Rahul Tripathi,9,5,8,0,1,180.00,False,False,"{'wickets': 2, 'runs': 43}",5.5,c Smith b Avesh Khan,"<strong>chipped to Smith at mid-off!</strong> Smith runs across a few steps to his left to take that over his head. Change of pace by Avesh, as he presented the full face of the bat",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,N Rana,Nitish Rana,36,27,64,2,2,133.33,False,True,{},,not out,,
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,EJG Morgan,Eoin Morgan,0,2,4,0,0,0.00,True,False,"{'wickets': 4, 'runs': 67}",11.2,c Lalit Yadav b Ashwin,"<B>Ashwin gives Morgan a sendoff!</b> As expected. Good length outside off. Looks to punch off the back foot, but it turns away, takes the outside edge, and gobbled up by first slip!",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,KD Karthik,Dinesh Karthik,12,14,17,2,0,85.71,False,False,"{'wickets': 5, 'runs': 96}",14.4, b Avesh Khan,"<B>chops on the slower ball!</b> Another wicket from this end that comes after a series of dot balls. Good length ball, just outside off. Karthik first shuffles towards leg stump before coming back to his usual position. Tries to run it down to third man, ends up getting the inside edge onto his stumps. DK out for 12.",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,SP Narine,Sunil Narine,21,10,17,1,2,210.00,False,False,"{'wickets': 6, 'runs': 122}",16.5,c Patel b Nortje,slices it to the off side. Back of a length ball. Angling away. Looks to club it over the leg side but the bat's face turns in his hand. Pops up for Axar at cover,
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,TG Southee,Tim Southee,3,5,7,0,0,60.00,False,False,"{'wickets': 7, 'runs': 126}",17.6, b Avesh Khan,"<B>twist in the tale?</b> Avesh Khan gets his 50th T20 wicket in style. Fullish outside off. Angling into the stumps. Southee goes for the glory shot with a leg-side slog, but he gets the inside edge instead. Off stump rattled",
2021.0,1254092,KKR v DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,LH Ferguson,Lockie Ferguson,0,0,3,0,0,-,False,True,{},,not out,,
2021.0,1254100,SRH v RR,SRH,RR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,E Lewis,Evin Lewis,6,4,6,1,0,150.00,False,False,"{'wickets': 1, 'runs': 11}",1.1,c Abdul Samad b Kumar,"length ball, on leg stump, and <B>that's worked just as SRH planned!</b> Swivels to whips one off his waist to find fine leg, but it's gone squarer... and taken by Samad at deep backward square. Lewis played a similar shot last over but that was along the ground. This one was up in the air",
2021.0,1254100,SRH v RR,SRH,RR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,YBK Jaiswal,Yashasvi Jaiswal,36,23,39,5,1,156.52,False,False,"{'wickets': 2, 'runs': 67}",8.4, b Sandeep Sharma,"<B>chopped on next ball!</b> Continues around the wicket and attempts a full-pitched ball. Jaiswal comes down the track to attack it but it's dipping as he meets it on the full toss, and it takes the inside edge onto the stumps",
2021.0,1254100,SRH v RR,SRH,RR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,SV Samson,Sanju Samson,82,57,87,7,3,143.85,True,False,"{'wickets': 4, 'runs': 161}",19.2,c Holder b Kaul,"<strong>lobs that to long-on!</strong> The bat turns in his hands as he tries to use his wrists and bottom hand to loft that over the leg side. But the ball is pretty full and just outside off for that shot, which means he doesn't have the room for a free swing of the arms despite standing deep in his crease and making room",
2021.0,1254100,SRH v RR,SRH,RR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,LS Livingstone,Liam Livingstone,4,6,9,0,0,66.66,False,False,"{'wickets': 3, 'runs': 77}",10.1,c Abdul Samad b Rashid Khan,"<strong>short delivery on middle, and pulled to fine leg!</strong> The fielder has to run forward a few steps after Livingstone goes deep in his crease to this short ball which is turning away from him a touch. But he gets that off this higher side of the bat, and sends that into Samad's hands",
2021.0,1254100,SRH v RR,SRH,RR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,MK Lomror,Mahipal Lomror,29,28,49,1,1,103.57,False,True,{},,not out,,
2021.0,1254100,SRH v RR,SRH,RR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,R Parag,Riyan Parag,0,1,3,0,0,0.00,False,False,"{'wickets': 5, 'runs': 162}",19.4,c Roy b Kaul,"<strong>taken by Roy at long-off after going low to his right!</strong> Looked like there would be a near collision between him and Holder, who was running to his left with his eyes on the ball, but that is avoided. Parag tries to lift that full delivery in the slot on off, but only gets the height",
2021.0,1254100,SRH v RR,SRH,RR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,R Tewatia,Rahul Tewatia,0,1,2,0,0,0.00,False,True,{},,not out,,
2021.0,1254100,SRH v RR,SRH,RR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,2,JJ Roy,Jason Roy,60,42,52,8,1,142.85,False,False,"{'wickets': 2, 'runs': 114}",11.6,c &dagger;Samson b Sakariya,"<b>Looks to scoop but ends up playing it too fine.</b> The umpire asks Roy to wait even though Sakariya is already off in celebration and Roy is also walking back. A good take by Samson too, tumbling to his left and clutching at it. That was a slower one, on a length around leg stump, Roy looked to scoop that over after going a touch across, but only got a tickle. A commanding innings comes to an end",
